ine,municipio,provincia
19058,Cabanillas del Campo,Guadalajara
19059,Campillo de Dueñas,Guadalajara
19060,Campillo de Ranas,Guadalajara
19061,Campisábalos,Guadalajara
19064,Canredondo,Guadalajara
19065,Cantalojas,Guadalajara
19066,Cañizar,Guadalajara
19067,El Cardoso de la Sierra,Guadalajara
19070,Casa de Uceda,Guadalajara
19071,El Casar,Guadalajara
19073,Casas de San Galindo,Guadalajara
19074,Caspueñas,Guadalajara
19075,Castejón de Henares,Guadalajara
19076,Castellar de la Muela,Guadalajara
19078,Castilforte,Guadalajara
19079,Castilnuevo,Guadalajara
19080,Cendejas de Enmedio,Guadalajara
19081,Cendejas de la Torre,Guadalajara
19082,Centenera,Guadalajara
19086,Cifuentes,Guadalajara
19087,Cincovillas,Guadalajara
19088,Ciruelas,Guadalajara
19089,Ciruelos del Pinar,Guadalajara
19090,Cobeta,Guadalajara
19091,Cogollor,Guadalajara
19092,Cogolludo,Guadalajara
19095,Condemios de Abajo,Guadalajara
19096,Condemios de Arriba,Guadalajara
19097,Congostrina,Guadalajara
19098,Copernal,Guadalajara
19099,Corduente,Guadalajara
19102,El Cubillo de Uceda,Guadalajara
19103,Checa,Guadalajara
19104,Chequilla,Guadalajara
19105,Chiloeches,Guadalajara
19106,Chillarón del Rey,Guadalajara
19107,Driebes,Guadalajara
19108,Durón,Guadalajara
19109,Embid,Guadalajara
19110,Escamilla,Guadalajara
19111,Escariche,Guadalajara
19112,Escopete,Guadalajara
19113,Espinosa de Henares,Guadalajara
19114,Esplegares,Guadalajara
19115,Establés,Guadalajara
19116,Estriégana,Guadalajara
19117,Fontanar,Guadalajara
19118,Fuembellida,Guadalajara
19119,Fuencemillán,Guadalajara
19120,Fuentelahiguera de Albatages,Guadalajara
19121,Fuentelencina,Guadalajara
19122,Fuentelsaz,Guadalajara
19123,Fuentelviejo,Guadalajara
19124,Fuentenovilla,Guadalajara
19125,Gajanejos,Guadalajara
19126,Galápagos,Guadalajara
19127,Galve de Sorbe,Guadalajara
19129,Gascueña de Bornova,Guadalajara
19130,Guadalajara,Guadalajara
19132,Henche,Guadalajara
19133,Heras de Ayuso,Guadalajara
19134,Herrería,Guadalajara
19135,Hiendelaencina,Guadalajara
19136,Hijes,Guadalajara
19138,Hita,Guadalajara
19139,Hombrados,Guadalajara
19142,Hontoba,Guadalajara
19143,Horche,Guadalajara
19145,Hortezuela de Océn,Guadalajara
19146,La Huerce,Guadalajara
19147,Huérmeces del Cerro,Guadalajara
19148,Huertahernando,Guadalajara
19150,Hueva,Guadalajara
19151,Humanes,Guadalajara
19152,Illana,Guadalajara
19153,Iniéstola,Guadalajara
19154,Las Inviernas,Guadalajara
19155,Irueste,Guadalajara
19156,Jadraque,Guadalajara
19157,Jirueque,Guadalajara
19159,Ledanca,Guadalajara
19160,Loranca de Tajuña,Guadalajara
19161,Lupiana,Guadalajara
19162,Luzaga,Guadalajara
19163,Luzón,Guadalajara
19165,Majaelrayo,Guadalajara
19166,Málaga del Fresno,Guadalajara
19167,Malaguilla,Guadalajara
19168,Mandayona,Guadalajara
19169,Mantiel,Guadalajara
19170,Maranchón,Guadalajara
19171,Marchamalo,Guadalajara
19172,Masegoso de Tajuña,Guadalajara
19173,Matarrubia,Guadalajara
19174,Matillas,Guadalajara
19175,Mazarete,Guadalajara
19176,Mazuecos,Guadalajara
19177,Medranda,Guadalajara
19178,Megina,Guadalajara
19179,Membrillera,Guadalajara
19181,Miedes de Atienza,Guadalajara
19182,La Mierla,Guadalajara
19183,Milmarcos,Guadalajara
19184,Millana,Guadalajara
19185,La Miñosa,Guadalajara
19186,Mirabueno,Guadalajara
19187,Miralrío,Guadalajara
19188,Mochales,Guadalajara
19189,Mohernando,Guadalajara
19190,Molina de Aragón,Guadalajara
19191,Monasterio,Guadalajara
19192,Mondéjar,Guadalajara
19193,Montarrón,Guadalajara
19194,Moratilla de los Meleros,Guadalajara
19195,Morenilla,Guadalajara
19196,Muduex,Guadalajara
19197,Las Navas de Jadraque,Guadalajara
19198,Negredo,Guadalajara
19199,Ocentejo,Guadalajara
19200,El Olivar,Guadalajara
19201,Olmeda de Cobeta,Guadalajara
19202,La Olmeda de Jadraque,Guadalajara
19203,El Ordial,Guadalajara
19204,Orea,Guadalajara
19208,Pálmaces de Jadraque,Guadalajara
19209,Pardos,Guadalajara
19210,Paredes de Sigüenza,Guadalajara
19211,Pareja,Guadalajara
19212,Pastrana,Guadalajara
19213,El Pedregal,Guadalajara
19214,Peñalén,Guadalajara
19215,Peñalver,Guadalajara
19216,Peralejos de las Truchas,Guadalajara
19217,Peralveche,Guadalajara
19218,Pinilla de Jadraque,Guadalajara
19219,Pinilla de Molina,Guadalajara
19220,Pioz,Guadalajara
19221,Piqueras,Guadalajara
19222,El Pobo de Dueñas,Guadalajara
19223,Poveda de la Sierra,Guadalajara
19224,Pozo de Almoguera,Guadalajara
19225,Pozo de Guadalajara,Guadalajara
19226,Prádena de Atienza,Guadalajara
19227,Prados Redondos,Guadalajara
19228,Puebla de Beleña,Guadalajara
19229,Puebla de Valles,Guadalajara
19230,Quer,Guadalajara
19231,Rebollosa de Jadraque,Guadalajara
19232,El Recuenco,Guadalajara
19233,Renera,Guadalajara
19234,Retiendas,Guadalajara
19235,Riba de Saelices,Guadalajara
19237,Rillo de Gallo,Guadalajara
19238,Riofrío del Llano,Guadalajara
19239,Robledillo de Mohernando,Guadalajara
19240,Robledo de Corpes,Guadalajara
19241,Romanillos de Atienza,Guadalajara
19242,Romanones,Guadalajara
19243,Rueda de la Sierra,Guadalajara
19244,Sacecorbo,Guadalajara
19245,Sacedón,Guadalajara
19246,Saelices de la Sal,Guadalajara
19247,Salmerón,Guadalajara
19248,San Andrés del Congosto,Guadalajara
19249,San Andrés del Rey,Guadalajara
19250,Santiuste,Guadalajara
19251,Saúca,Guadalajara
19252,Sayatón,Guadalajara
19254,Selas,Guadalajara
19255,Setiles,Guadalajara
19256,Sienes,Guadalajara
19257,Sigüenza,Guadalajara
19258,Solanillos del Extremo,Guadalajara
19259,Somolinos,Guadalajara
19260,El Sotillo,Guadalajara
19261,Sotodosos,Guadalajara
19262,Tamajón,Guadalajara
19263,Taragudo,Guadalajara
19264,Taravilla,Guadalajara
19265,Tartanedo,Guadalajara
19266,Tendilla,Guadalajara
19267,Terzaga,Guadalajara
19268,Tierzo,Guadalajara
19269,La Toba,Guadalajara
19270,Tordelrábano,Guadalajara
19271,Tordellego,Guadalajara
19272,Tordesilos,Guadalajara
19274,Torija,Guadalajara
19277,Torrecuadrada de Molina,Guadalajara
19278,Torrecuadradilla,Guadalajara
19279,Torre del Burgo,Guadalajara
19280,Torrejón del Rey,Guadalajara
19281,Torremocha de Jadraque,Guadalajara
19282,Torremocha del Campo,Guadalajara
19283,Torremocha del Pinar,Guadalajara
19284,Torremochuela,Guadalajara
19285,Torrubia,Guadalajara
19286,Tórtola de Henares,Guadalajara
19287,Tortuera,Guadalajara
19288,Tortuero,Guadalajara
19289,Traíd,Guadalajara
19290,Trijueque,Guadalajara
19291,Trillo,Guadalajara
19293,Uceda,Guadalajara
19294,Ujados,Guadalajara
19296,Utande,Guadalajara
19297,Valdarachas,Guadalajara
19298,Valdearenas,Guadalajara
19299,Valdeavellano,Guadalajara
19300,Valdeaveruelo,Guadalajara
19301,Valdeconcha,Guadalajara
19302,Valdegrudas,Guadalajara
19303,Valdelcubo,Guadalajara
19304,Valdenuño Fernández,Guadalajara
19305,Valdepeñas de la Sierra,Guadalajara
19306,Valderrebollo,Guadalajara
19307,Valdesotos,Guadalajara
19308,Valfermoso de Tajuña,Guadalajara
19309,Valhermoso,Guadalajara
19310,Valtablado del Río,Guadalajara
19311,Valverde de los Arroyos,Guadalajara
19314,Viana de Jadraque,Guadalajara
19317,Villanueva de Alcorón,Guadalajara
19318,Villanueva de Argecilla,Guadalajara
19319,Villanueva de la Torre,Guadalajara
19321,Villares de Jadraque,Guadalajara
19322,Villaseca de Henares,Guadalajara
19323,Villaseca de Uceda,Guadalajara
19324,Villel de Mesa,Guadalajara
19325,Viñuelas,Guadalajara
19326,Yebes,Guadalajara
19327,Yebra,Guadalajara
19329,Yélamos de Abajo,Guadalajara
19330,Yélamos de Arriba,Guadalajara
19331,Yunquera de Henares,Guadalajara
19332,La Yunta,Guadalajara
19333,Zaorejas,Guadalajara
19334,Zarzuela de Jadraque,Guadalajara
19335,Zorita de los Canes,Guadalajara
19554,Romancos,Guadalajara
19901,Semillas,Guadalajara
20001,Abalcisqueta,Gipuzkoa
20002,Aduna,Gipuzkoa
20003,Aizarnazábal,Gipuzkoa
20004,Albíztur,Gipuzkoa
20005,Alegia,Gipuzkoa
20006,Alquiza,Gipuzkoa
20007,Alzo,Gipuzkoa
20008,Amézqueta,Gipuzkoa
20009,Andoáin,Gipuzkoa
20010,Anoeta,Gipuzkoa
20011,Antzuola,Gipuzkoa
20012,Arama,Gipuzkoa
20013,Arechavaleta,Gipuzkoa
20014,Asteasu,Gipuzkoa
20015,Atáun,Gipuzkoa
20016,Aya,Gipuzkoa
20017,Azcoitia,Gipuzkoa
20018,Azpeitia,Gipuzkoa
20019,Beasáin,Gipuzkoa
20020,Beizama,Gipuzkoa
20021,Belaunza,Gipuzkoa
20022,Berástegui,Gipuzkoa
20023,Berrobi,Gipuzkoa
20024,Bidegoyan,Gipuzkoa
20025,Cegama,Gipuzkoa
20026,Ceráin,Gipuzkoa
20027,Cestona,Gipuzkoa
20028,Cizúrquil,Gipuzkoa
20029,Deva,Gipuzkoa
20030,Éibar,Gipuzkoa
20031,Elduayen,Gipuzkoa
20032,Elgóibar,Gipuzkoa
20033,Elgueta,Gipuzkoa
20034,Escoriaza,Gipuzkoa
20035,Ezquioga-Ichaso,Gipuzkoa
20036,Fuenterrabía,Gipuzkoa
20037,Gaínza,Gipuzkoa
20038,Gaviria,Gipuzkoa
20039,Guetaria,Gipuzkoa
20040,Hernani,Gipuzkoa
20041,Hernialde,Gipuzkoa
20042,Ibarra,Gipuzkoa
20043,Idiazábal,Gipuzkoa
20044,Icazteguieta,Gipuzkoa
20045,Irún,Gipuzkoa
20046,Irura,Gipuzkoa
20047,Isasondo,Gipuzkoa
20048,Larraul,Gipuzkoa
20049,Lazcano,Gipuzkoa
20050,Leaburu,Gipuzkoa
20051,Legazpia,Gipuzkoa
20052,Legorreta,Gipuzkoa
20053,Lezo,Gipuzkoa
20054,Lizarza,Gipuzkoa
20055,Mondragón,Gipuzkoa
20056,Motrico,Gipuzkoa
20057,Motiloa,Gipuzkoa
20058,Olaberría,Gipuzkoa
20059,Oñate,Gipuzkoa
20060,Oreja,Gipuzkoa
20061,Orio,Gipuzkoa
20062,Ormáiztegui,Gipuzkoa
20063,Oyarzun,Gipuzkoa
20064,Pasajes,Gipuzkoa
20065,Placencia de las Armas,Gipuzkoa
20066,Régil,Gipuzkoa
20067,Rentería,Gipuzkoa
20068,Salinas de Léniz,Gipuzkoa
20069,San Sebastián,Gipuzkoa
20070,Segura,Gipuzkoa
20071,Tolosa,Gipuzkoa
20072,Urnieta,Gipuzkoa
20073,Usúrbil,Gipuzkoa
20074,Vergara,Gipuzkoa
20075,Villabona,Gipuzkoa
20076,Villafranca de Ordizia,Gipuzkoa
20077,Villarreal de Urrechua,Gipuzkoa
20078,Zaldivia,Gipuzkoa
20079,Zarauz,Gipuzkoa
20080,Zumárraga,Gipuzkoa
20081,Zumaya,Gipuzkoa
20507,Goyaz,Gipuzkoa
20901,Mendaro,Gipuzkoa
20902,Lasarte-Oria,Gipuzkoa
20903,Astigarraga,Gipuzkoa
20904,Baliarrain,Gipuzkoa
20905,Orendáin,Gipuzkoa
20906,Alzaga,Gipuzkoa
20907,Gaztelu,Gipuzkoa
21001,Alájar,Huelva
21002,Aljaraque,Huelva
21003,El Almendro,Huelva
21004,Almonaster la Real,Huelva
21005,Almonte,Huelva
21006,Alosno,Huelva
21007,Aracena,Huelva
21008,Aroche,Huelva
21009,Arroyomolinos de León,Huelva
21010,Ayamonte,Huelva
21011,Beas,Huelva
21012,Berrocal,Huelva
21013,Bollullos Par del Condado,Huelva
21014,Bonares,Huelva
21015,Cabezas Rubias,Huelva
21016,Cala,Huelva
21017,Calañas,Huelva
21018,El Campillo,Huelva
21019,Campofrío,Huelva
21020,Cañaveral de León,Huelva
21021,Cartaya,Huelva
21022,Castaño del Robledo,Huelva
21023,El Cerro de Andévalo,Huelva
21024,Corteconcepción,Huelva
21025,Cortegana,Huelva
21026,Cortelazor,Huelva
21027,Cumbres de Enmedio,Huelva
21028,Cumbres de San Bartolomé,Huelva
21029,Cumbres Mayores,Huelva
21030,Chucena,Huelva
21031,Encinasola,Huelva
21032,Escacena del Campo,Huelva
21033,Fuenteheridos,Huelva
21034,Galaroza,Huelva
21035,Gibraleón,Huelva
21036,La Granada de Riotinto,Huelva
21037,El Granado,Huelva
21038,Higuera de la Sierra,Huelva
21039,Hinojales,Huelva
21040,Hinojos,Huelva
21041,Huelva,Huelva
21042,Isla Cristina,Huelva
21043,Jabugo,Huelva
21044,Lepe,Huelva
21045,Linares de la Sierra,Huelva
21046,Lucena del Puerto,Huelva
21047,Manzanilla,Huelva
21048,Los Marines,Huelva
21049,Minas de Riotinto,Huelva
21050,Moguer,Huelva
21051,La Nava,Huelva
21052,Nerva,Huelva
21053,Niebla,Huelva
21054,La Palma del Condado,Huelva
21055,Palos de la Frontera,Huelva
21056,Paterna del Campo,Huelva
21057,Paymogo,Huelva
21058,Puebla de Guzmán,Huelva
21059,Puerto Moral,Huelva
21060,Punta Umbría,Huelva
21061,Rociana del Condado,Huelva
21062,Rosal de la Frontera,Huelva
21063,San Bartolomé de la Torre,Huelva
21064,San Juan del Puerto,Huelva
21065,Sanlúcar de Guadiana,Huelva
21066,San Silvestre de Guzmán,Huelva
21067,Santa Ana la Real,Huelva
21068,Santa Bárbara de Casa,Huelva
21069,Santa Olalla del Cala,Huelva
21070,Trigueros,Huelva
21071,Valdelarco,Huelva
21072,Valverde del Camino,Huelva
21073,Villablanca,Huelva
21074,Villalba del Alcor,Huelva
21075,Villanueva de las Cruces,Huelva
21076,Villanueva de los Castillejos,Huelva
21077,Villarrasa,Huelva
21078,Zalamea la Real,Huelva
21079,Zufre,Huelva
21902,La Zarza-Perrunal,Huelva
22001,Abiego,Huesca
22002,Abizanda,Huesca
22003,Adahuesca,Huesca
22004,Agüero,Huesca
22006,Aísa,Huesca
22007,Albalate de Cinca,Huesca
22008,Albalatillo,Huesca
22009,Albelda,Huesca
22011,Albero Alto,Huesca
22012,Albero Bajo,Huesca
22013,Alberuela de Tubo,Huesca
22014,Alcalá de Gurrea,Huesca
22015,Alcalá del Obispo,Huesca
22016,Alcampell,Huesca
22017,Alcolea de Cinca,Huesca
22018,Alcubierre,Huesca
22019,Alerre,Huesca
22020,Alfántega,Huesca
22021,Almudévar,Huesca
22022,Almunia de San Juan,Huesca
22023,Almuniente,Huesca
22024,Alquézar,Huesca
22025,Altorricón,Huesca
22027,Angüés,Huesca
22028,Ansó,Huesca
22029,Antillón,Huesca
22032,Aragüés del Puerto,Huesca
22035,Arén,Huesca
22036,Argavieso,Huesca
22037,Arguis,Huesca
22039,Ayerbe,Huesca
22040,Azanuy-Alins,Huesca
22041,Azara,Huesca
22042,Azlor,Huesca
22043,Baélls,Huesca
22044,Bailo,Huesca
22045,Baldellou,Huesca
22046,Ballobar,Huesca
22047,Banastás,Huesca
22048,Barbastro,Huesca
22049,Barbués,Huesca
22050,Barbuñales,Huesca
22051,Bárcabo,Huesca
22052,Belver de Cinca,Huesca
22053,Benabarre,Huesca
22054,Benasque,Huesca
22055,Berbegal,Huesca
22057,Bielsa,Huesca
22058,Bierge,Huesca
22059,Biescas,Huesca
22060,Binaced,Huesca
22061,Binéfar,Huesca
22062,Bisaurri,Huesca
22063,Biscarrués,Huesca
22064,Blecua y Torres,Huesca
22066,Boltaña,Huesca
22067,Bonansa,Huesca
22068,Borau,Huesca
22069,Broto,Huesca
22072,Caldearenas,Huesca
22074,Campo,Huesca
22075,Camporrélls,Huesca
22076,Canal de Berdún,Huesca
22077,Candasnos,Huesca
22078,Canfranc,Huesca
22079,Capdesaso,Huesca
22080,Capella,Huesca
22081,Casbas de Huesca,Huesca
22082,Castejón del Puente,Huesca
22083,Castejón de Monegros,Huesca
22084,Castejón de Sos,Huesca
22085,Castelflorite,Huesca
22086,Castiello de Jaca,Huesca
22087,Castigaleu,Huesca
22088,Castillazuelo,Huesca
22089,Castillonroy,Huesca
22090,Colungo,Huesca
22094,Chalamera,Huesca
22095,Chía,Huesca
22096,Chimillas,Huesca
22099,Esplús,Huesca
22102,Estada,Huesca
22103,Estadilla,Huesca
22105,Estopiñán del Castillo,Huesca
22106,Fago,Huesca
22107,Fanlo,Huesca
22109,Fiscal,Huesca
22110,Fonz,Huesca
22111,Foradada del Toscar,Huesca
22112,Fraga,Huesca
22113,La Fueva,Huesca
22114,Gistaín,Huesca
22115,El Grado,Huesca
22116,Grañén,Huesca
22117,Graus,Huesca
22119,Gurrea de Gállego,Huesca
22122,Hoz de Jaca,Huesca
22124,Huerto,Huesca
22125,Huesca,Huesca
22126,Ibieca,Huesca
22127,Igriés,Huesca
22128,Ilche,Huesca
22129,Isábena,Huesca
22130,Jaca,Huesca
22131,Jasa,Huesca
22133,Labuerda,Huesca
22135,Laluenga,Huesca
22136,Lalueza,Huesca
22137,Lanaja,Huesca
22139,Laperdiguera,Huesca
22141,Lascellas-Ponzano,Huesca
22142,Lascuarre,Huesca
22143,Laspaúles,Huesca
22143000800,Llagunas,Huesca
22144,Laspuña,Huesca
22149,Loarre,Huesca
22150,Loporzano,Huesca
22151,Loscorrales,Huesca
22155,Monesma y Cajigar,Huesca
22155000200,Monesma,Huesca
22156,Monflorite-Lascasas,Huesca
22157,Montanuy,Huesca
22158,Monzón,Huesca
22160,Naval,Huesca
22162,Novales,Huesca
22163,Nueno,Huesca
22164,Olvena,Huesca
22165,Ontiñena,Huesca
22167,Osso de Cinca,Huesca
22168,Palo,Huesca
22170,Panticosa,Huesca
22172,Peñalba,Huesca
22173,Las Peñas de Riglos,Huesca
22174,Peralta de Alcofea,Huesca
22175,Peralta de Calasanz,Huesca
22176,Peraltilla,Huesca
22177,Perarrúa,Huesca
22178,Pertusa,Huesca
22181,Piracés,Huesca
22182,Plan,Huesca
22184,Poleñino,Huesca
22186,Pozán de Vero,Huesca
22187,La Puebla de Castro,Huesca
22188,Puente de Montañana,Huesca
22189,Puértolas,Huesca
22190,El Pueyo de Araguás,Huesca
22193,Pueyo de Santa Cruz,Huesca
22195,Quicena,Huesca
22197,Robres,Huesca
22199,Sabiñánigo,Huesca
22200,Sahún,Huesca
22201,Salas Altas,Huesca
22202,Salas Bajas,Huesca
22203,Salillas,Huesca
22204,Sallent de Gállego,Huesca
22205,San Esteban de Litera,Huesca
22206,Sangarrén,Huesca
22207,San Juan de Plan,Huesca
22208,Santa Cilia,Huesca
22209,Santa Cruz de la Serós,Huesca
22212,Santaliestra y San Quílez,Huesca
22213,Sariñena,Huesca
22214,Secastilla,Huesca
22215,Seira,Huesca
22217,Sena,Huesca
22218,Senés de Alcubierre,Huesca
22220,Sesa,Huesca
22221,Sesué,Huesca
22222,Siétamo,Huesca
22223,Sopeira,Huesca
22225,Tamarite de Litera,Huesca
22226,Tardienta,Huesca
22227,Tella-Sin,Huesca
22228,Tierz,Huesca
22229,Tolva,Huesca
22230,Torla-Ordesa,Huesca
22232,Torralba de Aragón,Huesca
22233,Torre la Ribera,Huesca
22234,Torrente de Cinca,Huesca
22235,Torres de Alcanadre,Huesca
22236,Torres de Barbués,Huesca
22239,Tramaced,Huesca
22242,Valfarta,Huesca
22243,Valle de Bardají,Huesca
22244,Valle de Lierp,Huesca
22245,Velilla de Cinca,Huesca
22246,Beranuy,Huesca
22247,Viacamp y Litera,Huesca
22248,Vicién,Huesca
22249,Villanova,Huesca
22250,Villanúa,Huesca
22251,Villanueva de Sigena,Huesca
22252,Yebra de Basa,Huesca
22253,Yésero,Huesca
22254,Zaidín,Huesca
22598,Muro de Roda,Huesca
22901,Valle de Hecho,Huesca
22902,Puente la Reina de Jaca,Huesca
22903,San Miguel del Cinca,Huesca
22904,La Sotonera,Huesca
22905,Lupiñén-Ortilla,Huesca
22906,Santa María de Dulcis,Huesca
22907,Aínsa-Sobrarbe,Huesca
22908,Hoz y Costeán,Huesca
22909,Vencillón,Huesca
23001,Albanchez de Mágina,Jaén
23002,Alcalá la Real,Jaén
23003,Alcaudete,Jaén
23004,Aldeaquemada,Jaén
23005,Andújar,Jaén
23006,Arjona,Jaén
23007,Arjonilla,Jaén
23008,Arquillos,Jaén
23009,Baeza,Jaén
23010,Bailén,Jaén
23011,Baños de la Encina,Jaén
23012,Beas de Segura,Jaén
23014,Begíjar,Jaén
23015,Bélmez de la Moraleda,Jaén
23016,Benatae,Jaén
23017,Cabra del Santo Cristo,Jaén
23018,Cambil,Jaén
23019,Campillo de Arenas,Jaén
23020,Canena,Jaén
23021,Carboneros,Jaén
23024,La Carolina,Jaén
23025,Castellar,Jaén
23026,Castillo de Locubín,Jaén
23027,Cazalilla,Jaén
23028,Cazorla,Jaén
23029,Chiclana de Segura,Jaén
23030,Chilluévar,Jaén
23031,Escañuela,Jaén
23032,Espeluy,Jaén
23033,Frailes,Jaén
23034,Fuensanta de Martos,Jaén
23035,Fuerte del Rey,Jaén
23037,Génave,Jaén
23038,La Guardia de Jaén,Jaén
23039,Guarromán,Jaén
23040,Lahiguera,Jaén
23041,Higuera de Calatrava,Jaén
23042,Hinojares,Jaén
23043,Hornos,Jaén
23044,Huelma,Jaén
23045,Huesa,Jaén
23046,Ibros,Jaén
23047,La Iruela,Jaén
23048,Iznatoraf,Jaén
23049,Jabalquinto,Jaén
23050,Jaén,Jaén
23051,Jamilena,Jaén
23052,Jimena,Jaén
23053,Jódar,Jaén
23054,Larva,Jaén
23055,Linares,Jaén
23056,Lopera,Jaén
23057,Lupión,Jaén
23058,Mancha Real,Jaén
23059,Marmolejo,Jaén
23060,Martos,Jaén
23061,Mengíbar,Jaén
23062,Montizón,Jaén
23063,Navas de San Juan,Jaén
23064,Noalejo,Jaén
23065,Orcera,Jaén
23066,Peal de Becerro,Jaén
23067,Pegalajar,Jaén
23069,Porcuna,Jaén
23070,Pozo Alcón,Jaén
23071,Puente de Génave,Jaén
23072,La Puerta de Segura,Jaén
23073,Quesada,Jaén
23074,Rus,Jaén
23075,Sabiote,Jaén
23076,Santa Elena,Jaén
23077,Santiago de Calatrava,Jaén
23079,Santisteban del Puerto,Jaén
23080,Santo Tomé,Jaén
23081,Segura de la Sierra,Jaén
23082,Siles,Jaén
23084,Sorihuela del Guadalimar,Jaén
23085,Torreblascopedro,Jaén
23086,Torredelcampo,Jaén
23087,Torredonjimeno,Jaén
23088,Torreperogil,Jaén
23090,Cervo,Jaén
23091,Torres de Albanchez,Jaén
23092,Úbeda,Jaén
23093,Valdepeñas de Jaén,Jaén
23094,Vilches,Jaén
23095,Villacarrillo,Jaén
23096,Villanueva de la Reina,Jaén
23097,Villanueva del Arzobispo,Jaén
23098,Villardompardo,Jaén
23099,Los Villares,Jaén
23101,Villarrodrigo,Jaén
23901,Cárcheles,Jaén
23902,Bedmar y Garcíez,Jaén
23903,Villatorres,Jaén
23904,Santiago-Pontones,Jaén
23905,Arroyo del Ojanco,Jaén
24001,Acebedo,León
24002,Algadefe,León
24003,Alija del Infantado,León
24004,Almanza,León
24005,La Antigua,León
24006,Ardón,León
24007,Arganza,León
24008,Astorga,León
